trial,best_gene,best_fitness,avg_fitness,times
67,"[52, 39, 29, 11, 26, 27, 36, 45, 55, 33, 16, 51, 42, 32, 44, 14, 13, 25, 18, 38, 47, 9, 34, 40, 56, 7, 46, 15, 4, 50, 28, 35, 5, 20, 2, 48, 21, 24, 31, 17, 22, 53, 1, 54, 10, 30, 6, 37, 41, 3, 49, 19, 8, 0, 12, 43, 23, 57]",2.0036867836819747e-05,1.9885486698544958e-05,0.5890085697174072
68,"[18, 13, 32, 44, 37, 6, 30, 41, 47, 22, 42, 11, 54, 40, 28, 38, 10, 15, 20, 55, 14, 45, 36, 33, 27, 35, 25, 57, 43, 0, 8, 17, 19, 49, 52, 24, 31, 29, 21, 3, 12, 39, 23, 50, 2, 5, 46, 56, 51, 7, 9, 4, 1, 53, 34, 26, 48, 16]",1.9980818414322252e-05,1.9224163772132135e-05,0.5370051860809326
69,"[24, 22, 9, 40, 34, 16, 50, 42, 27, 55, 45, 36, 33, 14, 32, 44, 25, 46, 53, 15, 30, 41, 51, 18, 5, 13, 28, 2, 1, 47, 6, 37, 7, 21, 0, 31, 57, 3, 49, 52, 39, 56, 11, 54, 4, 23, 26, 35, 20, 38, 10, 48, 29, 12, 8, 19, 43, 17]",1.7587055926837847e-05,1.751494559061113e-05,0.5540297031402588
70,"[3, 23, 5, 18, 13, 36, 45, 27, 46, 48, 26, 42, 56, 7, 15, 21, 37, 41, 6, 30, 38, 2, 20, 47, 28, 9, 25, 14, 55, 33, 32, 44, 51, 54, 4, 40, 53, 1, 34, 50, 16, 35, 10, 52, 17, 0, 12, 29, 39, 22, 11, 57, 43, 19, 24, 8, 31, 49]",2.1424745581146223e-05,2.129725749222343e-05,0.5189776420593262
71,"[11, 22, 40, 54, 51, 5, 55, 36, 27, 16, 44, 45, 13, 32, 14, 33, 56, 24, 57, 7, 53, 37, 34, 2, 28, 35, 46, 50, 47, 1, 4, 52, 19, 49, 39, 23, 43, 0, 29, 8, 31, 12, 3, 10, 15, 30, 6, 41, 21, 17, 9, 18, 25, 20, 38, 42, 26, 48]",1.8311329219388037e-05,1.8276173207755805e-05,0.5639913082122803
72,"[37, 41, 39, 12, 29, 0, 17, 22, 4, 54, 40, 52, 19, 24, 31, 8, 3, 49, 15, 50, 48, 53, 11, 26, 56, 55, 20, 28, 38, 2, 1, 51, 44, 33, 14, 5, 34, 9, 46, 13, 36, 32, 16, 35, 27, 18, 45, 25, 10, 21, 57, 23, 43, 42, 7, 47, 30, 6]",1.9343482213668106e-05,1.9239335588321394e-05,0.5840327739715576
73,"[21, 47, 34, 2, 20, 37, 30, 6, 41, 15, 54, 40, 1, 51, 44, 16, 35, 27, 46, 28, 25, 57, 56, 0, 29, 24, 23, 31, 8, 19, 52, 3, 7, 38, 53, 50, 48, 11, 22, 42, 26, 17, 39, 12, 43, 49, 4, 5, 14, 55, 45, 18, 32, 36, 33, 13, 9, 10]",2.0501886173527963e-05,2.0202030966395688e-05,0.5159695148468018
74,"[40, 5, 14, 33, 36, 20, 2, 4, 0, 12, 17, 49, 52, 3, 10, 15, 54, 21, 22, 39, 29, 8, 31, 24, 19, 43, 23, 57, 37, 41, 51, 9, 26, 46, 25, 32, 44, 55, 56, 11, 42, 53, 48, 16, 27, 35, 34, 28, 45, 13, 18, 50, 47, 7, 30, 6, 38, 1]",1.8726591760299626e-05,1.846166330205786e-05,0.5220286846160889
75,"[36, 33, 20, 37, 41, 7, 40, 34, 51, 47, 9, 6, 30, 10, 27, 25, 15, 28, 45, 42, 22, 11, 54, 4, 56, 0, 29, 43, 17, 26, 50, 2, 35, 44, 18, 5, 13, 55, 48, 57, 49, 39, 23, 12, 24, 31, 8, 52, 3, 19, 21, 53, 38, 1, 16, 46, 32, 14]",1.7035775127768312e-05,1.6959738301958782e-05,0.5190010070800781
76,"[41, 30, 15, 38, 28, 5, 32, 46, 9, 34, 47, 21, 7, 22, 49, 3, 19, 57, 42, 50, 54, 25, 36, 45, 33, 14, 55, 44, 51, 1, 40, 53, 4, 26, 11, 56, 23, 24, 31, 17, 12, 8, 52, 39, 29, 0, 43, 48, 16, 20, 35, 2, 18, 13, 27, 6, 37, 10]",2.0115058132518e-05,1.9864332003901064e-05,0.5029993057250977
77,"[22, 43, 11, 26, 50, 40, 1, 2, 51, 36, 33, 14, 5, 55, 23, 24, 8, 39, 56, 53, 21, 6, 15, 30, 37, 41, 10, 38, 7, 4, 46, 35, 18, 44, 32, 28, 20, 45, 27, 13, 25, 48, 42, 57, 17, 31, 29, 52, 0, 12, 19, 49, 3, 47, 54, 34, 16, 9]",1.848531341848901e-05,1.8067252129483055e-05,0.5100018978118896
78,"[47, 5, 25, 16, 27, 14, 33, 35, 56, 4, 23, 17, 43, 26, 48, 29, 12, 31, 52, 3, 19, 8, 24, 39, 22, 54, 2, 44, 55, 45, 36, 13, 32, 46, 11, 42, 9, 28, 40, 34, 1, 53, 51, 18, 20, 10, 38, 50, 57, 0, 30, 37, 6, 41, 15, 49, 7, 21]",1.9520193640320913e-05,1.941612450229491e-05,0.5080001354217529
79,"[30, 41, 6, 37, 53, 46, 27, 32, 20, 38, 35, 51, 42, 4, 26, 11, 22, 1, 54, 57, 5, 50, 18, 16, 28, 34, 9, 47, 15, 40, 48, 23, 0, 31, 52, 49, 3, 19, 8, 12, 39, 24, 17, 56, 29, 43, 7, 21, 2, 13, 14, 44, 55, 33, 45, 36, 25, 10]",2.0554562085054777e-05,1.872985907911741e-05,0.5010049343109131
80,"[30, 21, 10, 45, 55, 32, 47, 46, 11, 56, 54, 51, 2, 53, 57, 0, 43, 17, 29, 39, 24, 12, 52, 23, 22, 26, 25, 18, 5, 27, 33, 14, 44, 9, 50, 40, 1, 28, 20, 13, 36, 35, 16, 48, 42, 8, 19, 31, 3, 49, 7, 15, 34, 4, 38, 37, 41, 6]",2.0837240315892563e-05,2.0762825590035032e-05,0.6489629745483398
81,"[52, 26, 11, 42, 46, 9, 5, 20, 27, 36, 13, 2, 40, 54, 15, 37, 41, 21, 53, 12, 31, 39, 19, 29, 3, 49, 24, 8, 56, 4, 0, 23, 57, 7, 50, 51, 47, 1, 34, 44, 14, 55, 33, 45, 18, 32, 35, 16, 48, 25, 28, 10, 6, 30, 38, 22, 17, 43]",1.8968853143138965e-05,1.8876720441354225e-05,0.5619950294494629
82,"[51, 47, 28, 44, 35, 18, 37, 30, 41, 6, 20, 14, 36, 27, 5, 9, 25, 16, 48, 33, 13, 45, 55, 32, 26, 23, 0, 8, 17, 21, 29, 31, 24, 11, 42, 34, 53, 50, 46, 2, 7, 57, 43, 19, 3, 12, 39, 22, 49, 52, 56, 4, 40, 1, 54, 10, 15, 38]",1.7815784785319793e-05,1.781315711653299e-05,0.5160377025604248
83,"[38, 2, 48, 18, 33, 36, 55, 16, 46, 34, 9, 40, 47, 51, 53, 37, 21, 19, 7, 54, 52, 3, 49, 29, 43, 12, 8, 39, 24, 31, 57, 41, 30, 6, 15, 4, 17, 0, 23, 56, 11, 50, 1, 10, 20, 25, 22, 26, 42, 13, 44, 32, 45, 14, 27, 5, 35, 28]",1.9537355423569864e-05,1.9537355423569864e-05,0.4989628791809082
84,"[21, 3, 52, 17, 0, 31, 24, 29, 23, 43, 49, 39, 12, 8, 19, 57, 4, 11, 56, 42, 9, 46, 50, 7, 22, 53, 47, 54, 34, 32, 27, 5, 18, 38, 40, 1, 26, 28, 20, 10, 36, 16, 25, 48, 13, 44, 33, 55, 45, 14, 35, 2, 51, 41, 37, 30, 6, 15]",2.242152466367713e-05,2.1557887663690633e-05,0.5120358467102051
85,"[15, 41, 6, 21, 19, 22, 56, 34, 5, 36, 44, 14, 27, 16, 38, 42, 26, 7, 50, 13, 32, 18, 35, 25, 46, 51, 4, 1, 47, 10, 40, 2, 20, 55, 45, 33, 28, 48, 9, 29, 57, 43, 8, 52, 3, 49, 17, 39, 12, 31, 24, 0, 23, 11, 53, 54, 37, 30]",1.8823529411764704e-05,1.874350287923438e-05,0.5469985008239746
86,"[24, 39, 30, 6, 41, 37, 54, 21, 7, 53, 47, 1, 2, 43, 0, 29, 17, 57, 11, 9, 46, 4, 40, 38, 51, 34, 14, 5, 25, 20, 15, 10, 50, 28, 32, 44, 33, 45, 55, 13, 27, 36, 35, 16, 18, 48, 56, 22, 42, 26, 19, 52, 23, 3, 49, 31, 12, 8]",2.1329238119614367e-05,2.050937274843235e-05,0.5009820461273193
87,"[19, 24, 11, 51, 50, 41, 37, 21, 7, 54, 34, 9, 40, 42, 48, 46, 44, 14, 13, 55, 35, 28, 47, 30, 6, 15, 10, 3, 23, 22, 53, 1, 38, 2, 18, 27, 5, 32, 33, 36, 45, 25, 20, 16, 26, 56, 57, 43, 4, 17, 39, 29, 0, 12, 8, 31, 49, 52]",1.990049751243781e-05,1.9427050026477348e-05,0.5019702911376953
88,"[43, 7, 32, 33, 5, 18, 36, 34, 51, 35, 20, 10, 41, 30, 37, 6, 15, 21, 1, 54, 53, 40, 47, 3, 31, 24, 39, 0, 38, 25, 50, 46, 48, 16, 44, 45, 55, 27, 13, 14, 28, 2, 9, 11, 22, 4, 56, 42, 26, 23, 8, 12, 19, 29, 52, 49, 57, 17]",2.063344681729083e-05,2.010900975994965e-05,0.5040819644927979
89,"[15, 47, 40, 44, 55, 20, 16, 27, 9, 50, 1, 10, 54, 21, 28, 32, 35, 5, 18, 45, 33, 14, 46, 38, 7, 0, 29, 43, 17, 19, 24, 31, 12, 8, 39, 49, 52, 3, 56, 23, 42, 25, 2, 34, 51, 13, 36, 48, 4, 26, 11, 22, 53, 57, 6, 30, 37, 41]",2.110372480742851e-05,2.0638365878144508e-05,0.5230000019073486
90,"[17, 57, 19, 39, 29, 12, 24, 31, 3, 49, 52, 47, 9, 34, 33, 13, 48, 22, 26, 11, 56, 42, 4, 35, 51, 1, 54, 20, 2, 25, 16, 55, 32, 45, 14, 36, 50, 46, 38, 53, 40, 27, 5, 18, 44, 28, 30, 6, 37, 10, 41, 15, 21, 23, 0, 8, 7, 43]",1.9979620786797465e-05,1.995904384200689e-05,0.5160040855407715
91,"[12, 24, 8, 0, 15, 41, 30, 54, 9, 2, 34, 53, 22, 11, 42, 40, 1, 29, 31, 39, 26, 51, 16, 35, 18, 14, 20, 10, 6, 37, 52, 49, 19, 3, 17, 43, 56, 7, 21, 47, 28, 38, 44, 36, 5, 13, 27, 32, 33, 45, 55, 25, 48, 46, 50, 4, 23, 57]",1.8787104531449612e-05,1.8444868380629965e-05,0.5339655876159668
92,"[3, 49, 52, 8, 31, 19, 24, 39, 23, 21, 15, 30, 6, 41, 37, 53, 2, 34, 11, 26, 50, 48, 46, 16, 5, 18, 27, 35, 25, 55, 33, 36, 14, 32, 45, 28, 10, 20, 47, 9, 13, 44, 38, 51, 0, 17, 29, 12, 4, 42, 56, 43, 57, 22, 1, 40, 54, 7]",2.2420016590812277e-05,2.1905142431812422e-05,0.5150318145751953
93,"[50, 20, 7, 1, 48, 26, 4, 35, 32, 10, 28, 38, 25, 18, 44, 55, 16, 9, 49, 19, 39, 17, 43, 24, 57, 23, 12, 52, 3, 8, 31, 29, 0, 22, 47, 51, 34, 2, 40, 27, 33, 45, 14, 13, 36, 5, 42, 11, 56, 46, 54, 21, 15, 37, 6, 30, 41, 53]",2.083984578514119e-05,2.075627096606099e-05,0.5069665908813477
94,"[2, 40, 25, 51, 38, 34, 37, 41, 15, 7, 28, 35, 33, 18, 20, 32, 44, 13, 14, 45, 1, 47, 42, 26, 56, 4, 11, 36, 55, 27, 16, 50, 3, 49, 52, 12, 31, 8, 19, 29, 54, 22, 0, 39, 24, 43, 57, 17, 23, 9, 46, 53, 21, 30, 6, 10, 5, 48]",1.855562977807467e-05,1.8170302943842016e-05,0.5459895133972168
95,"[54, 1, 47, 48, 51, 36, 13, 27, 25, 16, 18, 50, 42, 55, 44, 38, 20, 4, 7, 26, 11, 56, 12, 19, 52, 57, 23, 22, 17, 29, 24, 31, 39, 8, 0, 43, 49, 3, 46, 28, 40, 53, 30, 6, 15, 37, 10, 41, 9, 34, 5, 45, 35, 2, 14, 33, 32, 21]",1.8301610541727672e-05,1.810937921934893e-05,0.5559964179992676
96,"[55, 44, 36, 27, 28, 5, 38, 21, 54, 47, 53, 2, 4, 7, 15, 6, 41, 10, 50, 26, 11, 42, 1, 9, 40, 30, 37, 17, 39, 12, 49, 31, 19, 57, 43, 24, 8, 29, 0, 52, 3, 20, 35, 32, 45, 14, 25, 46, 16, 34, 51, 56, 23, 22, 48, 13, 18, 33]",1.8748359518542128e-05,1.8509452354250054e-05,0.6840019226074219
97,"[10, 2, 28, 20, 38, 47, 40, 3, 49, 52, 19, 21, 53, 41, 37, 30, 6, 15, 7, 22, 1, 34, 51, 46, 35, 32, 45, 55, 33, 44, 14, 25, 18, 16, 42, 26, 54, 48, 4, 11, 56, 23, 17, 0, 57, 29, 39, 24, 12, 8, 31, 43, 5, 9, 50, 13, 36, 27]",2.3207240659085633e-05,2.2137845043472695e-05,0.5380020141601562
98,"[36, 20, 35, 44, 14, 33, 50, 54, 51, 38, 2, 28, 16, 34, 7, 56, 23, 43, 0, 17, 19, 52, 31, 8, 39, 24, 12, 22, 42, 4, 40, 26, 11, 9, 46, 53, 1, 47, 30, 6, 57, 49, 3, 15, 10, 37, 41, 21, 29, 48, 18, 55, 45, 13, 5, 25, 27, 32]",1.915341888527102e-05,1.878967207250985e-05,0.5390424728393555
99,"[17, 56, 9, 38, 46, 35, 48, 47, 20, 16, 57, 15, 44, 32, 11, 23, 29, 52, 12, 39, 31, 8, 24, 43, 3, 49, 19, 22, 53, 54, 21, 1, 2, 28, 45, 36, 55, 14, 33, 13, 27, 18, 5, 25, 26, 34, 4, 7, 41, 37, 30, 6, 10, 40, 51, 50, 42, 0]",2.0117081413828482e-05,1.937277433792359e-05,0.5249545574188232
100,"[39, 57, 50, 28, 10, 15, 6, 30, 16, 1, 53, 40, 47, 7, 41, 37, 32, 5, 27, 25, 20, 36, 44, 55, 45, 33, 13, 18, 14, 51, 48, 42, 11, 12, 49, 3, 8, 24, 29, 0, 19, 52, 43, 21, 2, 46, 38, 54, 17, 56, 9, 35, 34, 26, 4, 22, 23, 31]",1.8500360757034762e-05,1.828373330337556e-05,0.6289992332458496
